popularity,explicit,principal_artist_followers,acousticness,year,duration_min,energy
78,FALSE,84618954,0.0171,2021,5.486,0.528
73,TRUE,133413,0.0598,2021,3.320533333,0.804
71,TRUE,118422,0.399,2021,2.719266667,0.66
80,FALSE,50987711,0.091,2021,3.752466667,0.725
76,FALSE,31030,0.915,2021,1.642666667,0.171
78,FALSE,84618954,0.167,2021,4.626516667,0.819
71,TRUE,1230753,0.151,2021,3.074816667,0.538
83,FALSE,14846467,0.699,2021,3.4991,0.384
77,TRUE,1479590,0.421,2021,3.715433333,0.501
85,FALSE,51211,0.00116,2021,1.714333333,0.869
71,TRUE,783861,0.00926,2021,3.758883333,0.573
82,FALSE,49967631,0.237,2021,2.889683333,0.783
75,FALSE,6774118,0.4,2021,3.023883333,0.625
78,FALSE,10777263,0.463,2021,3.150833333,0.4
71,FALSE,101742,0.0874,2021,3.578666667,0.59
78,FALSE,84618954,0.0129,2021,3.662666667,0.557
75,FALSE,84618954,0.00188,2021,3.766,0.791
77,FALSE,222859,0.161,2021,1.720666667,0.445
75,TRUE,3005249,0.0000847,2021,3.100283333,0.643
70,TRUE,310425,0.0825,2021,2.27,0.682
71,FALSE,40377,0.639,2021,4.040683333,0.388
73,FALSE,4638831,0.533,2021,3.5771,0.271
73,TRUE,5947594,0.021,2021,2.347633333,0.6
77,FALSE,84618954,0.271,2021,4.090433333,0.61
81,TRUE,12481109,0.293,2021,2.295066667,0.503
73,FALSE,656140,0.185,2021,3.744666667,0.286
83,TRUE,584223,0.299,2021,2.810016667,0.54
75,TRUE,8975480,0.0151,2021,3.94805,0.877
72,TRUE,5947594,0.021,2021,2.347633333,0.6
74,TRUE,2069652,0.492,2021,3.640783333,0.571
71,TRUE,5344401,0.597,2021,2.667966667,0.637
72,FALSE,216930,0.222,2021,2.631766667,0.66
79,TRUE,26114237,0.235,2021,3.4811,0.701
83,TRUE,7772229,0.00165,2021,2.8891,0.608
74,FALSE,194360,0.000674,2021,2.408916667,0.792
71,FALSE,5101454,0.395,2021,2.555616667,0.889
77,FALSE,5945010,0.316,2021,3.623766667,0.694
73,FALSE,4083905,0.791,2021,3.815366667,0.491
74,FALSE,20832980,0.0000918,2021,2.478866667,0.662
70,FALSE,775359,0.97,2021,1.216266667,0.185
78,TRUE,214331,0.433,2021,3.412716667,0.523
75,TRUE,84618954,0.92,2021,4.066666667,0.24
74,FALSE,84618954,0.116,2021,4.906983333,0.646
73,TRUE,1178041,0.0514,2021,2.886366667,0.807
80,FALSE,1575651,0.892,2021,4.0151,0.296
70,TRUE,41368592,0.0136,2021,3.856433333,0.756
70,FALSE,322318,0.242,2021,3.244433333,0.64
71,TRUE,6647155,0.0781,2021,2.6149,0.912
71,TRUE,7900566,0.00799,2021,1.890483333,0.621
71,FALSE,4625826,0.000602,2021,2.85555,0.706
73,TRUE,4697216,0.157,2021,3.028133333,0.74
70,FALSE,2314637,0.0206,2021,2.995333333,0.78
76,FALSE,101001,0.193,2021,2.6619,0.712
69,TRUE,177458,0.0113,2021,2.179566667,0.687
75,FALSE,1200847,0.702,2021,2.538616667,0.483
81,TRUE,23839476,0.418,2021,2.713366667,0.593
73,FALSE,40531,0.12,2021,4.286883333,0.628
80,FALSE,4409296,0.656,2021,3.288883333,0.546
78,FALSE,38902654,0.611,2021,3.391766667,0.849
82,FALSE,7090263,0.0301,2021,2.746966667,0.763
71,TRUE,3957238,0.279,2021,1.4936,0.438
70,FALSE,932439,0.0566,2021,3.746216667,0.814
81,TRUE,70651835,0.0867,2021,3.523666667,0.678
70,FALSE,615587,0.25,2021,3.237833333,0.59
75,FALSE,6774118,0.491,2021,2.93225,0.655
78,TRUE,680407,0.175,2021,2.213,0.695
71,TRUE,6744489,0.182,2021,3.58155,0.555
79,TRUE,12481109,0.0221,2021,3.5392,0.691
71,TRUE,783861,0.00496,2021,4.65955,0.713
72,TRUE,3005249,0.0372,2021,2.62965,0.58
79,TRUE,1479590,0.593,2021,3.350266667,0.403
74,FALSE,412374,0.34,2021,2.8881,0.563
71,FALSE,3842647,0.101,2021,2.9171,0.592
71,TRUE,366239,0.0122,2021,2.4474,0.672
77,TRUE,349634,0.112,2021,2.523583333,0.999
77,TRUE,38902654,0.157,2021,3.018433333,0.736
74,TRUE,1660193,0.485,2021,4.49545,0.347
69,FALSE,346746,0.00569,2021,4.088433333,0.707
74,FALSE,84618954,0.214,2021,4.950216667,0.579
74,FALSE,21109339,0.898,2021,2.601516667,0.236
73,TRUE,1475166,0.947,2021,1.53205,0.282
77,TRUE,41883548,0.0361,2021,3.2251,0.781
79,FALSE,6358210,0.000707,2021,3.221,0.869
73,TRUE,2316680,0.00918,2021,1.6,0.764
82,TRUE,4442468,0.428,2022,3.601033333,0.378
82,TRUE,5798101,0.0199,2022,3.222433333,0.591
93,FALSE,84618954,0.13,2022,3.344833333,0.643
83,TRUE,3005249,0.21,2022,2.504016667,0.628
81,TRUE,6647155,0.117,2022,2.0612,0.606
83,FALSE,9144527,0.0226,2022,3.740433333,0.745
84,TRUE,15793012,0.0652,2022,2.064833333,0.545
93,TRUE,26560409,0.00383,2022,2.920633333,0.965
90,FALSE,1620488,0.453,2022,2.2105,0.544
82,FALSE,1201725,0.782,2022,3.0391,0.488
84,TRUE,79123685,0.01,2022,3.576466667,0.701
87,FALSE,85510742,0.83,2022,4.689666667,0.236
83,TRUE,10591916,0.00872,2022,1.422666667,0.739
89,TRUE,79123685,0.000307,2022,3.6394,0.673
90,TRUE,84618954,0.0734,2022,3.4142,0.62
92,FALSE,16176870,0.0826,2022,2.47475,0.797
79,FALSE,1078933,0.454,2022,2.76725,0.856
84,FALSE,1976580,0.593,2022,2.717183333,0.27
84,TRUE,3561296,0.613,2022,3.867766667,0.494
88,TRUE,79123685,0.0503,2022,3.989316667,0.52
83,FALSE,1976580,0.897,2022,4.480933333,0.296
80,FALSE,2155265,0.124,2022,3.4351,0.912
86,TRUE,84618954,0.258,2022,3.37325,0.436
85,TRUE,4519905,0.188,2022,2.78035,0.812
90,FALSE,5882546,0.0268,2022,2.727466667,0.697
88,TRUE,35748235,0.0368,2022,3.756466667,0.689
90,FALSE,1976580,0.555,2022,3.800216667,0.192
85,TRUE,14432107,0.425,2022,3.018,0.546
93,TRUE,5466562,0.417,2022,3.692,0.62
89,TRUE,5466562,0.189,2022,3.332,0.671
89,TRUE,5466562,0.18,2022,3.246433333,0.549
91,FALSE,29110462,0.342,2022,2.788383333,0.731
88,TRUE,73580251,0.0993,2022,4.061933333,0.715
85,FALSE,84618954,0.0618,2022,3.236083333,0.559
92,FALSE,14432107,0.0521,2022,2.565766667,0.735
89,FALSE,7628247,0.187,2022,2.823633333,0.643
87,TRUE,14716434,0.314,2022,3.164883333,0.642
88,FALSE,14432107,0.0543,2022,2.565766667,0.728
92,FALSE,3042660,0.382,2022,3.988616667,0.806
90,TRUE,73580251,0.0901,2022,2.976116667,0.712
87,FALSE,29110462,0.298,2022,2.9659,0.728
87,TRUE,41883548,0.121,2022,3.214,0.67
88,TRUE,5466562,0.152,2022,3.044433333,0.606
82,FALSE,1976580,0.0958,2022,3.528983333,0.573
91,FALSE,826166,0.777,2022,2.940666667,0.55
91,TRUE,14432107,0.141,2022,3.363333333,0.551
86,FALSE,647933,0.473,2022,3.048116667,0.322
87,FALSE,2999124,0.653,2022,3.48765,0.593
90,FALSE,29110462,0.342,2022,2.788383333,0.731
82,TRUE,14716434,0.0603,2022,2.882216667,0.657
86,TRUE,262233,0.0464,2022,2.464566667,0.785
79,TRUE,5947594,0.224,2022,2.9246,0.698
82,FALSE,3344318,0.144,2022,2.921583333,0.684
82,TRUE,84618954,0.0573,2022,3.637833333,0.398
82,TRUE,3561296,0.626,2022,3.868566667,0.507
78,FALSE,1773640,0.0539,2022,2.686666667,0.713
88,FALSE,341934,0.929,2022,2.06775,0.0918
76,FALSE,87997,0.118,2022,3.573416667,0.461
84,TRUE,628139,0.03,2022,2.326,0.516
78,TRUE,1976580,0.82,2022,3.521916667,0.215
78,TRUE,5947594,0.122,2022,3.969083333,0.826
82,TRUE,25201820,0.377,2022,3.265833333,0.67
83,FALSE,223,,2022,2.394233333,
77,FALSE,541082,0.825,2022,2.0768,0.0859
81,TRUE,14432107,0.228,2022,3.030666667,0.512
89,FALSE,73580251,0.08,2022,4.304966667,0.686
79,FALSE,1007848,0.646,2022,2.920616667,0.597
80,FALSE,9144527,0.538,2022,2.954433333,0.56
80,FALSE,2409182,0.433,2022,2.958883333,0.663
86,FALSE,84618954,0.69,2022,2.913033333,0.363
79,FALSE,6107393,0.0417,2022,3.093333333,0.745
78,FALSE,322318,0.47,2022,3.480883333,0.413
83,TRUE,5466562,0.189,2022,3.4551,0.658
86,TRUE,73580251,0.294,2022,4.098983333,0.674
81,TRUE,84618954,0.173,2022,2.746683333,0.277
88,TRUE,73580251,0.141,2022,3.551016667,0.475
80,TRUE,79123685,0.0201,2022,4.35905,0.358
79,FALSE,6957293,0.252,2022,2.624616667,0.85
78,FALSE,1976580,0.0392,2022,2.69665,0.682
91,FALSE,310853,0.551,2022,3.07985,0.422
83,FALSE,232792,0.366,2022,2.71325,0.483
77,FALSE,1976580,0.633,2022,3.45755,0.485
87,FALSE,23065113,0.013,2022,2.615716667,0.472
80,TRUE,79123685,0.0623,2022,4.033766667,0.63
83,FALSE,4519905,0.299,2022,4.531016667,0.602
79,TRUE,3561296,0.434,2022,2.608433333,0.305
77,FALSE,78190,0.379,2022,3.024966667,0.554
85,FALSE,84618954,0.401,2022,3.236766667,0.396
81,TRUE,1306825,0.173,2022,3.8323,0.56
84,TRUE,14432107,0.805,2022,3.014216667,0.284
78,FALSE,5101454,0.695,2022,2.909333333,0.455
77,FALSE,1976580,0.032,2022,3.179666667,0.912
77,TRUE,51061,0.0585,2022,3.082483333,0.477
81,FALSE,828822,0.00252,2022,3.411266667,0.834
81,FALSE,227,0.815,2022,2.991166667,0.266
86,FALSE,29110462,0.143,2022,3.64295,0.457
83,TRUE,4442468,0.65,2022,2.816883333,0.353
77,FALSE,1976580,0.391,2022,2.969183333,0.544
85,TRUE,8288121,0.152,2022,2.9157,0.73
83,TRUE,4519905,0.329,2022,2.281883333,0.668
82,FALSE,14432107,0.763,2022,3.99355,0.59
79,TRUE,14432107,0.911,2022,2.512,0.279
79,FALSE,1442402,0.917,2022,2.8151,0.204
86,FALSE,366277,0.312,2022,2.258816667,0.474
77,FALSE,621676,0.111,2022,2.69755,0.765
88,FALSE,668001,0.338,2022,3.606833333,0.54
76,FALSE,1201725,0.32,2022,4.191833333,0.651
85,FALSE,8860544,0.891,2022,3.890933333,0.317
80,FALSE,749950,0.468,2022,3.5456,0.571
78,FALSE,1640705,0.729,2022,3.6,0.454
82,TRUE,2982422,0.111,2022,2.899116667,0.582
75,TRUE,349009,0.0736,2022,3.49685,0.814
86,FALSE,70651835,0.0388,2022,3.318516667,0.586
76,FALSE,2266274,0.00714,2022,3.237766667,0.874
81,FALSE,29110462,0.321,2022,2.33735,0.479
80,TRUE,14432107,0.418,2022,4.641333333,0.651
76,FALSE,35102,0.643,2022,2.178083333,0.392
84,TRUE,9762441,0.431,2022,3.275,0.567
74,FALSE,322318,0.148,2022,3.317333333,0.632
81,TRUE,26114237,0.0777,2022,3.048433333,0.601
75,FALSE,1976580,0.272,2022,3.325,0.439
79,TRUE,14432107,0.182,2022,2.966666667,0.474
81,TRUE,25201820,0.244,2022,4.256283333,0.845
85,TRUE,4793043,0.169,2022,3.78355,0.662
87,FALSE,4965433,0.027,2022,3.091766667,0.641
80,TRUE,3005249,0.0715,2022,2.9354,0.805
81,TRUE,351253,0.028,2022,2.17975,0.939
79,TRUE,6872815,0.117,2022,2.377616667,0.649
86,FALSE,13804533,0.345,2022,2.2376,0.525
78,FALSE,9144527,0.0226,2022,3.740433333,0.745
84,FALSE,2999124,0.653,2022,3.48765,0.593
82,FALSE,61405,0.137,2022,3.068433333,0.661
75,FALSE,5396076,0.0788,2022,3.302,0.885
79,FALSE,845766,0.598,2022,3.611333333,0.336
89,FALSE,37919384,0.00302,2022,3.276666667,0.589
86,FALSE,49967631,0.0201,2022,2.7544,0.75
77,FALSE,2266274,0.137,2022,2.842666667,0.711
86,FALSE,4965433,0.268,2022,2.983766667,0.935
77,FALSE,4638831,0.28,2022,3.498366667,0.832
85,FALSE,73580251,0.0706,2022,2.885316667,0.498
91,FALSE,12294209,0.0125,2022,3.315616667,0.782
78,TRUE,79123685,0.0102,2022,3.946583333,0.605
81,FALSE,401045,0.077,2022,3.58,0.554
82,FALSE,4519905,0.296,2022,4.531016667,0.602
80,TRUE,9435294,0.528,2022,2.714583333,0.812
82,TRUE,6774118,0.331,2022,3.1138,0.748
83,FALSE,29110462,0.896,2022,4.0994,0.294
88,TRUE,886386,0.00547,2022,2.416666667,0.972
75,TRUE,1201725,0.113,2022,4.454266667,0.636
80,FALSE,1442402,0.942,2022,2.894,0.353
78,TRUE,35748235,0.00348,2022,3.31495,0.614
88,FALSE,12875976,0.583,2022,2.710616667,0.679
81,FALSE,29110462,0.484,2022,2.742216667,0.445
82,FALSE,8860544,0.383,2022,3.527766667,0.518
82,FALSE,1656077,0.121,2022,3.23365,0.527
77,TRUE,14432107,0.853,2022,3.064883333,0.261
80,TRUE,35748235,0.00453,2022,3.590983333,0.641
80,FALSE,84618954,0.219,2022,4.005916667,0.741
82,FALSE,35290231,0.121,2022,2.593133333,0.774
78,TRUE,3005249,0.0873,2022,2.914283333,0.763
76,TRUE,79123685,0.0127,2022,2.841683333,0.546
83,FALSE,4965433,0.236,2022,3.0011,0.648
87,TRUE,7117866,0.114,2022,2.802216667,0.831
74,FALSE,1976580,0.309,2022,3.148033333,0.576
82,TRUE,73580251,0.0151,2022,3.7938,0.799
76,TRUE,6647155,0.119,2022,3.203333333,0.953
81,FALSE,5447183,0.55,2022,2.634883333,0.586
80,TRUE,6774118,0.434,2022,3.573283333,0.713
74,FALSE,1976580,0.215,2022,3.681416667,0.725
78,TRUE,1475166,0.827,2022,2.480266667,0.582
81,FALSE,128887,0.521,2022,2.96015,0.338
73,FALSE,1978979,0.629,2022,3.480216667,0.583
75,TRUE,1201725,0.0261,2022,3.240266667,0.643
81,FALSE,2999124,0.617,2022,2.005133333,0.44
75,TRUE,1640705,0.666,2022,3.910216667,0.47
80,FALSE,4519905,0.533,2022,2.732333333,0.601
75,TRUE,737346,0.0509,2022,2.18635,0.822
76,TRUE,79123685,0.221,2022,2.28585,0.575
80,TRUE,1601884,0.0292,2022,2.832433333,0.623
79,FALSE,84618954,0.553,2022,3.183983333,0.357
77,TRUE,14432107,0.837,2022,3.6431,0.433
74,TRUE,783861,0.149,2022,2.5296,0.373
76,TRUE,79123685,0.00274,2022,2.68035,0.614
86,TRUE,3874485,0.38,2022,1.6232,0.573
75,FALSE,94663,0.0998,2022,2.902883333,0.617
78,TRUE,25201820,0.428,2022,3.371416667,0.421
76,TRUE,4442468,0.903,2022,2.7001,0.273
80,TRUE,4519905,0.161,2022,2.8676,0.697
75,FALSE,1480402,0.092,2022,2.826216667,0.706
78,TRUE,79123685,0.0917,2022,4.053783333,0.495
82,FALSE,551099,0.208,2022,2.479883333,0.712
74,FALSE,8478,0.0453,2022,3.104883333,0.749
79,TRUE,5466562,0.0958,2022,3.192,0.67
74,FALSE,1773640,0.00544,2022,3.036016667,0.813
76,TRUE,3005249,0.00482,2022,2.579766667,0.594
74,FALSE,1810136,0.0803,2022,3.13235,0.88
79,TRUE,25201820,0.319,2022,3.983766667,0.736
82,FALSE,13795112,0.0845,2022,3.768216667,0.703
83,TRUE,4345179,0.232,2022,2.55,0.612
81,FALSE,9762441,0.0877,2022,2.260183333,0.737
80,FALSE,4519905,0.528,2022,2.923716667,0.517
78,FALSE,14432107,0.753,2022,3.99355,0.586
80,FALSE,73580251,0.356,2022,3.84,0.903
83,TRUE,73580251,0.0225,2022,3.9649,0.684
72,FALSE,160336,0.214,2022,2.893933333,0.823
81,FALSE,29110462,0.258,2022,3.230216667,0.715
80,TRUE,9762441,0.498,2022,2.87045,0.51
78,FALSE,449096,0.468,2022,2.8931,0.76
77,FALSE,84618954,0.43,2022,4.33935,0.84
75,TRUE,79123685,0.234,2022,6.65255,0.403
74,TRUE,9663100,0.58,2022,3.985766667,0.649
73,FALSE,1480402,0.791,2022,3.05145,0.502
82,FALSE,70651835,0.255,2022,3.569883333,0.76
73,FALSE,35108,0.234,2022,3.0651,0.756
74,FALSE,1640705,0.501,2022,3.353233333,0.459
80,TRUE,35748235,0.0636,2022,4.34615,0.732
78,TRUE,5466562,0.103,2022,3.1431,0.539
72,TRUE,6957293,0.488,2022,3.59285,0.695
77,TRUE,828822,0.0869,2022,4.024983333,0.713
74,TRUE,14716434,0.478,2022,2.157983333,0.357
87,FALSE,7117866,0.0863,2022,2.599333333,0.573
89,FALSE,292863,0.107,2022,2.992516667,0.636
79,FALSE,35748235,0.0581,2022,4.638016667,0.887
80,TRUE,84618954,0.69,2022,4.268733333,0.319
75,TRUE,79123685,0.0104,2022,3.757316667,0.533
74,FALSE,236161,0.0553,2022,3.375316667,0.411
79,FALSE,8305988,0.381,2022,2.642266667,0.592
83,TRUE,11887441,0.111,2022,4.26155,0.234
82,TRUE,114615,0.175,2022,1.784066667,0.91
76,TRUE,5466562,0.0301,2022,1.512,0.727
73,FALSE,84367,0.146,2022,3.163,0.796
82,FALSE,8305988,0.00979,2022,4.146966667,0.684
79,FALSE,84618954,0.302,2022,4.168333333,0.494
82,FALSE,5247288,0.00207,2022,3.224916667,0.941
73,TRUE,587206,0.00183,2022,1.48155,0.599
73,FALSE,1007848,0.105,2022,3.113166667,0.726
77,TRUE,5798101,0.00783,2022,2.2711,0.422
78,FALSE,6774118,0.031,2022,2.526566667,0.636
72,FALSE,23612,0.0521,2022,3.359066667,0.806
74,TRUE,4263170,0.00721,2022,3.60225,0.56
80,FALSE,29110462,0.719,2022,3.369716667,0.535
78,TRUE,29357725,0.0645,2022,2.849616667,0.891
76,TRUE,30478452,0.0306,2022,3.792116667,0.614
78,FALSE,35748235,0.281,2022,1.94545,0.519
72,FALSE,322318,0.47,2022,3.480883333,0.413
78,TRUE,4442468,0.0285,2022,3.233483333,0.544
77,TRUE,14432107,0.514,2022,2.898433333,0.417
75,TRUE,4442468,0.167,2022,3.5782,0.619
77,FALSE,84618954,0.964,2022,3.1416,0.156
73,FALSE,216930,0.167,2022,2.585333333,0.682
